title,company,expirence,salary,location,skill,date
Data Analyst (ASAP Joiner),Azalp Technologies Private limited,4-6 Yrs,"4,50,000 - 7,00,000 PA.",Bangalore/Bengaluru,"['BPO', 'data analysis', 'excel', 'analytics', 'customer segmentation', 'marketing operations', 'business intelligence', 'dashboards']",6 DAYS AGO
Data Analyst,DBS,3-8 Yrs,Not disclosed,Mumbai (All Areas),"['Tensorflow', 'data analysis', 'SAS', 'HADOOP', 'MySQL', 'Data Analytics', 'Machine Learning', 'R SPARK']",14 DAYS AGO
Data Analyst,roboticwares pvt ltd,2-5 Yrs,Not disclosed,Noida,"['data analysis', 'oracle', 'SAS', 'SQL Server', 'MATLAB', 'SQL', 'XML', 'Statistical Modeling']",7 DAYS AGO
Genpact is hiring For Java Angular - Data engineer / Analyst Role,Genpact,4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","['REST API', 'Oracle', 'cleansing', 'Python', 'data mining', 'data storage structures', 'ELK', 'Data Visualization']",7 DAYS AGO
Data Analyst,Menko Online Trading India Pvt Ltd,2-5 Yrs,"2,75,000 - 6,00,000 PA.",Gurgaon/Gurugram,"['Data Analysis', 'Advanced Excel', 'MIS Reporting', 'Vba Coding', 'Google Analytics', 'Vba Automation', 'Data Management', 'Ecommerce']",7 DAYS AGO
"AR Data Analyst - Tableau, Alteryx","dotSolved India Pvt., Ltd.",7-12 Yrs,"6,00,000 - 10,00,000 PA.",Chennai,"['US GAAP', 'NetSuite', 'Power BI', 'Alteryx', 'SQL', 'controls', 'Alteryx Tableau', 'data reconciliation']",5 DAYS AGO
Associate Data Analyst,COOLBOOTS MEDIA PRIVATE LIMTED,2-4 Yrs,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR
(WFH during Covid)","['Excel', 'Analysis', 'Data Analysis', 'Advanced Excel', 'Data Analytics', 'Macros', 'Analytics', 'SQL']",6 DAYS AGO
Data Analyst,Shubhashray Housing India,1-3 Yrs,"2,00,000 - 3,50,000 PA.",Gurgaon/Gurugram,"['Pivot Table', 'Data Validation', 'VLOOKUP', 'Data Management', 'Formulas', 'Conditional Formatting', 'Advanced Excel', 'Pivot']",7 DAYS AGO
"Clinical Data Analyst, Pan India",Premier Research,1-4 Yrs,Not disclosed,remote,"['Query resolution', 'Action plan', 'Data collection', 'Clinical Data Analyst', 'Site monitoring', 'Data analytics', 'data visualization', 'Management']",4 DAYS AGO
Data Analyst,Citrin Cooperman India LLP,1-3 Yrs,Not disclosed,"Gandhinagar, Ahmedabad","['Pivot Table', 'SUMIF', 'data analysis', 'MIS', 'VLOOKUP', 'Data Management', 'Report Preparation', 'Conditional Formatting']",4 DAYS AGO
Data Analyst,SENECAGLOBAL IT SERVICES PRIVATE LIMITED,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Data Management', 'SQL queries', 'data analytics', 'Data Visualisation']",4 DAYS AGO
Global Strategic Data Analyst,Nokia,3-6 Yrs,Not disclosed,Chennai,"['Procurement', 'Supply chain', 'Graphics', 'Data management', 'Financial reporting', 'Bloomberg', 'Database', 'microsoft']",4 DAYS AGO
Data Analyst,CVM Solutions,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,"['data analysis', 'ETL', 'SQL Server', 'analytical', 'MS Office', 'RDBMS', 'verbal', 'Excel']",4 DAYS AGO
Opening For the position of Data Analyst II Pune,FUTRAN TECH SOLUTIONS PRIVATE LIMITED,3-8 Yrs,"5,00,000 - 15,00,000 PA.",Pune,"['data analysis', 'Excel', 'team work', 'Data Management', 'Javascript', 'HTML', 'Snowflake Db', 'Tableau']",5 DAYS AGO
Data Analyst,Franklin Templeton,2-6 Yrs,Not disclosed,Mumbai,"['Data analysis', 'Usage', 'metadata', 'Operational excellence', 'Data management', 'Data quality', 'Medical insurance', 'Analytics']",7 DAYS AGO
Lead Data Analyst,Franklin Templeton,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['data cleansing', 'Data analysis', 'Operational excellence', 'Data management', 'Data quality', 'Sales process', 'Analytics', 'Investment']",7 DAYS AGO
Data Analyst - Ahmedabad,Appitsimple Infotek (P) Ltd.,0-1 Yrs,"50,000 - 3,00,000 PA.","Ahmedabad
(WFH during Covid)","['Communication', 'SaaS', 'Excel', 'written', 'data analysis']",7 DAYS AGO
Data Scientist/ Analyst Specialist,TransOrg Solutions Services (P) Ltd.,1-4 Yrs,Not disclosed,"Noida, New Delhi, Gurgaon/Gurugram, Delhi / NCR, Mumbai (All Areas)","['Machine Learning', 'Python', 'SQL', 'R', 'Logistic Regression', 'Computer Science', 'Client Servicing', 'Data Analysis']",
Sr. Data Analyst,Optico Solutions Pvt. Ltd.,4-9 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru","['FHIR', 'RxNorm', 'OMOP', 'SQL server', 'Data Analysis', 'SNOMED', 'PostgreSQL', 'UMLS']",6 DAYS AGO
Sr. Data Analyst,Optico Solutions Pvt. Ltd.,6-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","['Data Analysis', 'EMR', 'SQL']",6 DAYS AGO
Sr. Data Analyst,Thomson Reuters,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"['Compliance', 'Business analysis', 'Analytical', 'Diversity and Inclusion', 'Legal', 'Data Analyst', 'Power point presentation', 'Taxation']",13 DAYS AGO
Sr. Data Analyst | Gurgaon,Weather Risk Management Services Private Limited,5-8 Yrs,"4,00,000 - 8,00,000 PA.","Gurgaon/Gurugram, Delhi / NCR","['Data Science', 'R', 'Excel', 'Statistical Modeling', 'Data Analysis', 'Data Mining', 'Data Analytics', 'Machine Learning']",14 DAYS AGO
Senior Data Analyst,International Flavours and Fragrances India Priva,8-13 Yrs,Not disclosed,Chennai,"['Relationship management', 'ERP', 'Data management', 'Database design', 'Analytical', 'Agile', 'Data Analyst', 'microsoft']",14 DAYS AGO
Senior Data Analyst,IFF,8-13 Yrs,Not disclosed,Chennai,"['Relationship management', 'ERP', 'Data management', 'Database design', 'Analytical', 'Senior Data Analyst', 'Agile', 'microsoft']",15 DAYS AGO
"Lead Data Analyst, Payments, Trust and Safety",Google,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,"['IT Skills', 'Python', 'Cloud', 'Project Management', 'BPO', 'project management', 'Automation', 'Data analysis']",9 DAYS AGO
Data Analyst,Shell,2-7 Yrs,Not disclosed,Chennai,"['Data Queries', 'Data Analysis', 'Data Analyst', 'HP Data Protector']",13 DAYS AGO
Senior Business Data Analyst - BFS,Huquo Consulting Pvt. Ltd,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,"['RPA', 'operational excellence', 'process automation', 'Automation', 'Data Analyst', 'Robotics', 'Analytics']",15 DAYS AGO
Data Analyst | MIS Executive | Operations Executive/ Escalation Desk.,Sanctus HR,1-4 Yrs,Not disclosed,Bangalore/Bengaluru(Electronic City +4),"['BPO', 'hindi', 'excel sheet', 'new projects', 'operations management', 'mis preparation', 'data analysis', 'data analytics']",
Senior NPS Operations/Data Analyst,PowerSchool,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Project coordination', 'Consulting', 'Issue resolution', 'Customer experience', 'Project delivery', 'Stakeholder management', 'Operations', 'Analytics']",
Senior Data Governance Analyst | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,['Reltio'],
Data Analyst - Third Party Payroll,Russell Tobin Associates Staffing Solutions India Pvt Ltd,1-2 Yrs,"4,00,000 - 6,00,000 PA.",Gurgaon/Gurugram,"['excel', 'project management', 'data analysis', 'asset management', 'process improvement', 'monitoring', 'MS Office', 'business applications']",
Data Analyst - CRM - Real Estate/Hotels,The Grand Group - HR Provider,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,"['SAS', 'CRM', 'SQL', 'CRM Analytics', 'Data Management', 'Web Analytics', 'Data Analytics', 'Statistics']",5 DAYS AGO
Data Analyst,LatentView,1-5 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","['Predictive Modeling', 'Data analyst', 'Business Analytics', 'Power Bi', 'Statistical Programming', 'Text Mining', 'Tableau', 'Machine Learning']",8 DAYS AGO
HR Data Analyst,Informatica,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['data analysis', 'SQL queries', 'Java', 'verbal', 'Power BI', 'Tableau', 'written communication', 'Python']",12 DAYS AGO
Data Analyst,Technicolor Animation & Games,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['Root cause analysis', 'Data management', 'Business analysis', 'Time management', 'Consulting', 'data governance', 'Executive management', 'Organization design']",7 DAYS AGO
Data Analyst - I ( P3 ),CommerceIQ,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Supply chain', 'Data analysis', 'Data management', 'Sales operations', 'Coding', 'Analytical', 'Consulting', 'Customer service']",7 DAYS AGO
Data Analyst,KLENE PAKS LIMITED,5-7 Yrs,"3,00,000 - 5,00,000 PA.",Bangalore/Bengaluru(Arekere),"['data analysis', 'Data Management', 'Data Extraction']",11 DAYS AGO
Hiring - Data Analyst - BI,TYA Business Solutions Private Limited,2-5 Yrs,"8,00,000 - 10,00,000 PA.",Bangalore/Bengaluru,"['Business Intelligence Tools', 'Excel', 'Cognos BI', 'Data Management', 'Data Analysis', 'Tableau', 'Data Warehousing', 'Statistical Analysis']",4 DAYS AGO
RWE Data Analyst- Conventional Analytics,Sanofi,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Computer science', 'Claims', 'Data management', 'GCP', 'Analytical', 'Data processing', 'Data Analyst', 'Analytics']",14 DAYS AGO
Data Engineering Analyst,Dell,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Engineering', 'ETL', 'SSIS', 'IT Skills', 'Data Science', 'Big Data', 'Tableau', 'Power BI']",7 DAYS AGO
Hiring Data Analyst/Business Analyst,EaseMyTrip,0-5 Yrs,"4,00,000 - 9,00,000 PA.",New Delhi,"['data analysis', 'business analysis']",18 DAYS AGO
Trainee Business Analyst Big Data Analysis,ALLERIN TECHNOLOGIES Pvt Ltd.,0-1 Yrs,Not disclosed,Mumbai,"['IT Skills', 'Software Development', 'Testing', 'Big Data', 'Copyright', 'Data analysis', 'Change management', 'Coding']",30+ DAYS AGO
Senior Marketing Data Analyst,Tide Software,0-4 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Python', 'Testing', 'AWS', 'Digital Marketing', 'Health insurance', 'PPC', 'Automation']",30+ DAYS AGO
"Senior Analyst, Data Engineering (I6)",Dell,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Engineering', 'Power BI', 'Tableau', 'IT Skills', 'Python', 'Big Data', 'data extraction', 'PostgreSQL']",8 DAYS AGO
"Senior Analyst, Data Engineering, Services Accounting",Dell International Services IndiaPrivate Limited,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['MS SQL', 'Teradata', 'Oracle', 'IT Skills', 'Data Science', 'Big Data', 'Data Transformation', 'Data Quality']",12 DAYS AGO
Data Science/Analyst intern,AutoCAD,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"['data analysis', 'communication', 'IT Skills', 'Data Science', 'Analyst', 'Construction', 'Intern', 'Architecture']",
Urgent Requirement For Data Analyst-Data Processing in iResearch !!!,Intellectual Research services Private limited,1-6 Yrs,"4,00,000 - 7,50,000 PA.",Pune(Kalyani Nagar),"['hlookup', 'charts', 'data analysis', 'Business Analyst', 'IOM', 'IBM SPSS', 'vlookup', 'Data Analyst']",6 DAYS AGO
SQL Data Analyst,Harmony Data Integration Technologies,3-6 Yrs,Not disclosed,Mohali,"['Data Warehouse', 'Data Marts', 'SQL', 'IT Skills', 'Python', 'Java', 'PL/SQL', 'C++']",14 DAYS AGO
"Data Analyst,Pan India",Demandbase,4-8 Yrs,Not disclosed,remote,"['Analytical skills', 'SAN', 'Data analysis', 'data manipulation', 'Agile', 'Data quality', 'Data Analyst', 'data visualization']",3 DAYS AGO
Data Analyst - Demandbase,Demandbase,5-9 Yrs,Not disclosed,Remote,"['IT Skills', 'Python', 'Elastic Search', 'Tableau', 'excel', 'data quality', 'data analysis', 'data stewardship']",4 DAYS AGO
Data Analyst - SQL MSBI/Tableau/Power BI/Python/.NET,Optum,2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram","['MSBI', 'Tableau', 'SQL', 'Scrum', 'Kanban', 'SSRS', 'Alteryx', 'Python']",5 DAYS AGO
Data Analyst,Appon Software Private limited,2-7 Yrs,Not disclosed,Pune(Viman Nagar),"['data analysis', 'Analytical Skills', 'R Programming', 'Data Analyst', 'Analyst2', 'Gaming', 'Performance monitoring', 'Statistical Analysis']",7 DAYS AGO
"Data Analyst and Engineer,Pan India",Commutatus,1-4 Yrs,Not disclosed,remote,"['SIDE', 'product life cycle', 'Data processing', 'E-commerce', 'Data analytics', 'Data Analyst', 'Research', 'Business intelligence']",11 DAYS AGO
Data Analyst - Hadoop/Power BI,Aviation Indeed,3-5 Yrs,Not disclosed,Noida,"['Power BI', 'Hadoop', 'Predictive Modelling', 'Data Mining', 'Data Analyst', 'Algorithm', 'Machine Learning', 'Data Structure']",8 DAYS AGO
"Oracle HCM Fusion - Data Analyst,Pan India",Vertiv Co,5-10 Yrs,Not disclosed,remote,"['Relationship management', 'Payroll', 'Business analysis', 'Project management', 'MIS', 'Business analytics', 'Scheduling', 'Oracle']",3 DAYS AGO
Ecommerce Data Analyst,Vserve,1-6 Yrs,Not disclosed,Remote,"['Data Analysis', 'E-commerce', 'Product Catalog', 'BPO', 'product categorization', 'Data Mining', 'web search', 'Communication']",4 DAYS AGO
Data Analyst,Goqii,2-5 Yrs,Not disclosed,Mumbai,"['Excel', 'Business Analyst', 'Data Analysis', 'E-commerce', 'Process Orientation', 'Data Analyst', 'Business Development', 'Analytics']",4 DAYS AGO
"Oracle HCM Fusion - Data Analyst, Pan India",Vertiv Group Corp,5-10 Yrs,Not disclosed,remote,"['Relationship management', 'Payroll', 'Business analysis', 'Project management', 'MIS', 'Business analytics', 'Scheduling', 'Oracle']",4 DAYS AGO
Data Analyst,Resilinc,2-5 Yrs,Not disclosed,Pune,"['Supply chain', 'MS Office suite', 'Analyst', 'Analytical', 'Social media', 'Issue resolution', 'Content writing', 'Data Analyst']",5 DAYS AGO
Urgent Requirement of Data Analyst (MIS) FMCG at Haldirams Nagpur,Haldiram Foods International Pvt. Ltd.,3-8 Yrs,Not disclosed,Nagpur,"['Advance Excel', 'MIS Analysis', 'Data Analyst', 'MS Excel', 'SAP', 'Data Management', 'Analysis of Sales', 'MIS Report']",
Opening For Sr. Data Analyst (ONLY Mumbai Candidate),Peoplefy Infosolutions Pvt. Ltd.,4-8 Yrs,Not disclosed,Mumbai (All Areas)(Powai),"['Data Analysis', 'Tableau', 'SQL', 'Perspective Analysis', 'Descriptive Analysis']",7 DAYS AGO
Senior Data Analyst,Advance Auto Parts,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Product management', 'Google Analytics', 'Web analytics', 'Testing tools', 'Javascript', 'HTML', 'Scheduling', 'Automotive']",15 DAYS AGO
Data Analyst,Collabera India,2-4 Yrs,"5,00,000 - 6,00,000 PA.",Hyderabad/Secunderabad,"['data analysis', 'Power BI', 'Troubleshooting', 'Analytical', 'SQL', 'IT Skills']",
Data Analyst | MIS Executive Jobs - Work From Home,Mind Circus Innovation,0-2 Yrs,"70,000 - 1,25,000 PA.",Remote,"['Excel', 'MIS', 'SQL', 'VBA', 'VLOOKUP', 'Data Analysis', 'Advanced Excel', 'API']",26 DAYS AGO
MIS Executive / Data Analyst,Stark Industries,0-3 Yrs,Not disclosed,"Gurgaon, haryana","['Excel', 'VLOOKUP', 'Conditional formatting', 'Data Analyst', 'Macros', 'MIS Executive']",30+ DAYS AGO
Urgent Opening For Data Analyst - Pune,Moon Sez Consultants Pvt Ltd,0-2 Yrs,Not disclosed,Pune(Kalewadi Phata),"['Decision Sciences', 'Data Analysis', 'Statistical Data Analysis', 'Problem Solving', 'Database Testing', 'Moder']",4 DAYS AGO
Research Associate / Primary / Secondary - Data Analyst - Big 4,GABA Consultancy services,0-5 Yrs,"2,25,000 - 5,50,000 PA.","Noida, New Delhi, Delhi / NCR","['Process Analysis', 'Research Analysis', 'Analytics Fresher', 'KPO', 'Sales Executive', 'Analytics', 'Business Analysis', 'fresher']",6 DAYS AGO
Business Analyst (Data and Analytics),Salesken.ai,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Analytics', 'Business Analysis']",5 DAYS AGO
MIS executive - Data Analyst,Nippon Data Systems Ltd,5-10 Yrs,Not disclosed,New Delhi,"['Microstrategy', 'Automation', 'ERP', 'Siebel', 'CMS', 'MVC', 'Oracle', 'Data mining']",11 DAYS AGO
Senior Data Engineering Analyst - Python,Optum,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['Pandas', 'Numpy', 'Python', 'Hive', 'trouble shooting', 'Bigdata', 'Data Analysis', 'Spark']",4 DAYS AGO
Data Analyst/ Product Analyst - Tableau/Python,Benchire,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['CAC', 'Tableau', 'Python', 'R', 'Data Analysis', 'Statistical Analysis', 'SQL']",4 DAYS AGO
Jr DATA ANALYST/PERSISTENT,Optico Solutions Pvt. Ltd.,3-5 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru","['MySQL', 'PostgreSQL', 'Data Analysis']",6 DAYS AGO
Data Analyst,Sapwood Ventures Pvt. Ltd.,1-4 Yrs,Not disclosed,"Pune
(WFH during Covid)","['excel', 'Pivot Table', 'SQL', 'BPO', 'auditing', 'data analysis', 'VLOOKUP', 'Bi Tools']",5 DAYS AGO
Data Analyst (PostgreSQL/Redshift/Snowflake/BigQuery).,Sapwood Ventures Pvt. Ltd.,2-6 Yrs,Not disclosed,Remote,"['Snowflake / Redshift', 'Tableau', 'SQL', 'Redshift', 'Snowflake', 'analytical', 'python', 'Looker']",4 DAYS AGO
Hiring For Data Analyst with Big group- Gujarat,Samridhi,7-12 Yrs,"13,00,000 - 22,50,000 PA.",Gujarat,"['python', 'data analysis', 'data analytics', 'data mining', 'statistical modeling', 'dax', 'machine learning', 'statistics']",5 DAYS AGO
Big Data Analyst,PayU,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['HDFS', 'MySQL', 'Spark', 'Java', 'Big Data analysis', 'Cassandra', 'written', 'verbal']",7 DAYS AGO
Data Analyst,Thomson Reuters,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"['tableau', 'Compliance', 'Business analysis', 'Analytical', 'Diversity and Inclusion', 'Legal', 'Data Analyst', 'Power point presentation']",13 DAYS AGO
SPECIALIST- DATA ANALYST- MACHINE LEARNING/SPOTFIRE,Carrierin Services,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['HVAC', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Data Analyst', 'Refrigeration', 'Operations', 'Python']",7 DAYS AGO
Data Analyst,Gojek,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Text mining', 'Machine learning', 'Flex', 'Predictive modeling', 'data visualization', 'Forecasting', 'Analytics', 'SQL']",11 DAYS AGO
Data Analyst,Z2Plus Placement & Security Agency Pvt. Ltd.,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Industry research', 'Marketing programs', 'Statistical modeling', 'SQL database', 'Data modeling', 'management', 'Business excellence', 'Data mining']",15 DAYS AGO
Financial Data Analyst,Moody's,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"['Financial Statements', 'Excel', 'Accounting', 'Financial Services', 'Risk Assessment', 'Finance', 'Financial Statement Analysis', 'Data Analysis']",8 DAYS AGO
Data Analyst,PayU,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'MS SQL', 'Tableau', 'Backend', 'Risk assessment', 'Analytical', 'Data collection', 'Incident management']",7 DAYS AGO
Data Analyst - UNSPSC,SAP India Pvt.Ltd,3-4 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Enrichment', 'UNSPSC', 'Ariba Analysis', 'Content management', 'Excel', 'Data Analysis', 'Visio', 'MRO']",9 DAYS AGO
"Data Analyst, Bangalore",Denave India Pvt Ltd.,3-6 Yrs,Not disclosed,Bangalore/Bengaluru(Koramangala),"['excel', 'data analysis', 'verbal', 'Power BI', 'written', 'analytical', 'SQL', 'MS access']",12 DAYS AGO
Data Analyst / SQL - Immediate To 15 days,Perficient India Private Limited,5-10 Yrs,"5,00,000 - 15,00,000 PA.","Chennai, Bangalore/Bengaluru","['SQL', 'communication', 'Data Anlalytics', 'Data Analysis', 'data analyst']",10 DAYS AGO
Data Analyst,Plum,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Health insurance', 'Claims', 'Penetration', 'Project management', 'Underwriting', 'Data collection', 'MS Office tools', 'Healthcare']",14 DAYS AGO
Data Analyst,AECOM,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['R', 'SQL', 'Python', 'C#', 'Power BI', 'HTML5', 'JavaScript', 'noSQL databases']",7 DAYS AGO
Data Analyst,Leading Manufacturing Company,3-7 Yrs,Not disclosed,Pune,"['r', 'soft skills', 'python', 'data analysis', 'data analytics', 'data modeling', 'data stewardship', 'Power BI']",12 DAYS AGO
Hiring Data Analyst - For US based Fintech Project,Proclink Consulting Services LLP,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Ahmedabad
(WFH during Covid)","['Risk Analytics', 'Data Analytics', 'SQL', 'Predictive Modeling', 'Power Bi', 'Data Visualization', 'Client Engagement', 'Tableau']",14 DAYS AGO
Data Analyst,Optum,4-9 Yrs,Not disclosed,Gurgaon/Gurugram,"['C#', 'Java', 'Visual Basic', 'IT Skills', 'Big Data', 'SSRS', 'Advanced Excel', 'Tableau']",8 DAYS AGO
Data Analyst,InnoAge-Technologies PVT LTD,3-8 Yrs,"6,00,000 - 14,00,000 PA.","Greater Noida(Site-5 Gr Noida)
(WFH during Covid)","['Power Bi', 'Ms Sql Development', 'Data Analytics', 'analytical', 'Tableau', 'Microsoft Office', 'Excel', 'MS SQL']",10 DAYS AGO
Data Analyst,MakerSon Pvt Ltd,3-7 Yrs,"7,00,000 - 15,00,000 PA.","New Delhi, Gurgaon/Gurugram, Delhi / NCR","['Microsoft Power Bi', 'looker', 'Tableau', 'data studio', 'data analysis', 'data analytics', 'ETL', 'SQL']",11 DAYS AGO
Data Analyst,Federation of Indo Israeli Chambers of Commerce,2-5 Yrs,Not disclosed,Remote,"['microsoft power bi', 'sql', 'lookup', 'data analysis', 'data analytics', 'operations research', 'pivot', 'data collection']",14 DAYS AGO
Senior Data Analyst 1,Axa XL,0-5 Yrs,Not disclosed,Silokhera Gurgaon,['Senior Data Analyst 1'],24 DAYS AGO
