title,company,expirence,salary,location,skill,date
Junior Research Analyst 2,Excelra Knowledge Solutions Private Limited,0-1 Yrs,"2,25,000 - 2,50,000 PA.","Hyderabad/Secunderabad, Pune","['biotechnology', 'biochemistry', 'microbiology', 'drug discovery', 'computer proficiency', 'research analysis', 'data curation', 'word processing']",11 DAYS AGO
"Senior Analyst, FP&A",Invesco (India) Pvt Ltd,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,"['R', 'Alteryx', 'Tableau', 'Excel', 'Accounting', 'Finance', 'FPA', 'Data Management']",
Senior Analyst-Risk and compliance,Accenture,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Testing', 'Cloud', 'Analyst', 'Root cause analysis', 'Data analysis', 'Finance', 'control testing']",11 DAYS AGO
Senior Digital Analyst,Dell,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Power BI', 'Tableau', 'SQL', 'SSAS', 'Python', 'OLAP', 'Microsoft office', 'Excel']",7 DAYS AGO
Sr. Analyst - Ops Excellence,Microland,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,"['Training', 'Data analysis', 'Automation', 'Excel', 'Senior Analyst', 'Analytical', 'Focus', 'Black Belt']",30+ DAYS AGO
"Sr. Analyst, Modeling (Machine Learning)",Risk Management Solutions (RMS),1-4 Yrs,Not disclosed,Noida,"['python', 'Excel', 'machine learning', 'IT Skills', 'Testing', 'risk management', 'r', 'data analysis']",12 DAYS AGO
Senior Analyst-Reporting,Accenture,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Cloud', 'Analyst', 'Visual Basic', 'Excel', 'Data management', 'Business reporting', 'Consulting']",13 DAYS AGO
SR ANALYST - SC ANALYTICS - NETWORK,General Mills,3-8 Yrs,Not disclosed,Mumbai,"['Supply chain', 'Automation', 'Network design', 'Data management', 'Networking', 'Simulation', 'Data collection', 'Workflow']",30+ DAYS AGO
Senior Analyst - HR Operations(Payroll),Lennox India Technology Centre,4-6 Yrs,Not disclosed,Chennai,"['employee engagement', 'headcount', 'mis reporting', 'hr processes', 'operational activities', 'policies', 'external audit', 'employee benefits']",7 DAYS AGO
Trainee Data Scientists,EinNel Technologies,0-1 Yrs,Not disclosed,Chennai,"['Analytical', 'Python', 'Analytical skills', 'Cloud', 'Mechanical', 'Programming']",30+ DAYS AGO
Data Scientist,Tide Software,0-5 Yrs,Not disclosed,Hyderabad/Secunderabad,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Business services', 'Computer science', 'GIT', 'Analytical']",30+ DAYS AGO
"Data Scientist,Pan India",IQM Corporation,0-3 Yrs,Not disclosed,Remote,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Tableau', 'Power BI', 'Data Scientist', 'Data Structures']",30+ DAYS AGO
Data Scientist Intern Rigbot,rigbot.com,0-1 Yrs,Not disclosed,Not Specified,"['Data Science', 'python', 'R', 'Hadeep', 'Machine Learning', 'SQL']",30+ DAYS AGO
MIS Executive | Data Entry Operator | Computer Typist,Freelancer Prateek Singh,0-2 Yrs,"7,00,000 - 10,00,000 PA.","Hubli, Mangaluru/Mangalore, Bangalore/Bengaluru","['Sales', 'Lead Generation', 'Business Development', 'B2B Sales', 'Corporate Sales', 'Marketing']",2 DAYS AGO
Data Scientist Intern,PAGO Analytics,0-1 Yrs,Not disclosed,Hyderabad/Secunderabad,"['text analytics', 'data mining', 'JMP', 'social media analytics', 'SAS', 'data warehousing', 'debugging', 'SQL']",30+ DAYS AGO
Sales Analyst,NetApp,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['Product management', 'Automation', 'Data analysis', 'Billing', 'Business intelligence', 'SQL', 'CRM', 'Python']",30+ DAYS AGO
Information Security Analyst 4,Juniper Networks,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Information Security Analyst', 'Data analysis', 'Networking', 'ISO', 'MS Access', 'Hyperion', 'Information security', 'MIS']",30+ DAYS AGO
Information Security Analyst 3,Juniper Networks,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Information Security Analyst', 'Data analysis', 'Networking', 'ISO', 'MS Access', 'Information security', 'Risk management']",30+ DAYS AGO
Automation Analyst,Unisys,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Data analysis', 'Process engineering', 'agile project management', 'Analytical', 'Scrum', 'Information technology', 'infrastructure services']",30+ DAYS AGO
Lead Analyst - BI,IBM,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Sharepoint', 'Tableau', 'Power BI', 'Time management', 'query', 'Database', 'Data analytics']",8 DAYS AGO
Analyst - SQL / VBA,eClerx,1-2 Yrs,Not disclosed,Mumbai,"['VBA', 'SQL', 'Data Analysis', 'Daily Reports', 'Query handling']",8 DAYS AGO
Research Analyst,Antier Solutions,2-7 Yrs,Not disclosed,"Chandigarh, Punjab","['Financial Analysis', 'Research Analysis', 'Finance', 'Research', 'Analytics', 'Business Analysis', 'Secondary Research', 'Data Analysis']",20 DAYS AGO
Data Engineer: Business Intelligence,IBM,4-6 Yrs,Not disclosed,Bengaluru/Bangalore,"['IT Skills', 'Testing', 'Tableau', 'Unix', 'Data analysis', 'Data validation', 'Interpersonal skills', 'Time management']",30+ DAYS AGO
Senior Data Scientist,Cubic Transportation,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Data analysis', 'SAP', 'Networking', 'Data modeling', 'Enterprise applications', 'Oracle', 'Information technology', 'SQL']",4 DAYS AGO
Senior Data scientist,Michelin,3-7 Yrs,Not disclosed,Pune,"['BPO', 'data analysis', 'Machine learning', 'Deployment', 'Testing']",4 DAYS AGO
Senior Data Scientist,Optum,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['Unix', 'Data Insight Administration', 'Python', 'presentation', 'Power BI', 'DevOps', 'Tableau', 'Perl script']",7 DAYS AGO
Sr Data Scientist,Uber,8-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Data modeling', 'Analytical', 'Consulting', 'Machine learning', 'Project planning', 'Business intelligence', 'SQL']",30+ DAYS AGO
Sr. Data Scientist,Signify,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['Supply chain', 'Computer science', 'Career development', 'Prototype', 'Machine learning', 'Information management', 'Open source', 'Data mining']",30+ DAYS AGO
Microsoft Power BI Developer - Data Visualization & Analysis,Confidential,4-6 Yrs,Not disclosed,Mumbai,"['IT Skills', 'Power BI', 'REST API', 'Database Integration', 'SSAS', 'Dashboard Design', 'Data Visualization', 'Data Modeling']",9 DAYS AGO
Senior Data Scientist I,Delhivery,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['Operations research', 'Excel', 'Machine learning', 'Vice President', 'Mathematics', 'Management', 'Business intelligence', 'Operations']",27 DAYS AGO
Data Science Engineer - Machine Learning,Rishyaa Digicorp,0-1 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Problem solving and decision-making skills', 'logical and analytical ability', 'Data Science', 'Predictive Modeling', 'Data Management', 'Data Modeling', 'Machine Learning', 'Python']",
Hiring For Data Science Intern,FLIP ROBO TECHNOLOGIES PRIVATE LIMITED,0-1 Yrs,Not disclosed,"Noida, Bangalore/Bengaluru","['Data Science', 'Natural Language Processing', 'Machine Learning', 'Deep Learning', 'Python']",18 DAYS AGO
Data Tagging Internship,Salesken.ai,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,"['SQL', 'Python', 'Excel', 'Tableau', 'IT Skills', 'English proficiency - spoken', 'MS - Excel', 'English proficiency - written']",19 DAYS AGO
Data Associate,Good Business Lab,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,"['Training And Development', 'Data Analysis', 'Machine Learning', 'Physics']",30+ DAYS AGO
"Pharmacovigilance, Clinical Research & Clinical Data Management",Sri Raetna Solutions,0-0 Yrs,"2,00,000 - 2,75,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['Drug Regulatory Affairs', 'Biotechnology', 'Tablets', 'Clinical', 'clinical data management', 'Research', 'pharmacovigilance', 'Clinical Trials']",21 DAYS AGO
Data Scientist,Kyndryl,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Java', 'Python', 'Testing', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Computer science']",30+ DAYS AGO
Lead Data Scientist,Multi Recruit,15-17 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Science', 'Predictive Modeling', 'R', 'Nlp', 'Big Data', 'Data Analysis', 'Data Analytics', 'Computer Vision']",30+ DAYS AGO
Principal Data & Applied Scientist Manager,Microsoft,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Big Data', 'Computer science', 'deep learning']",30+ DAYS AGO
Data Scientist,Sony Corporation of America,3-8 Yrs,Not disclosed,Bengaluru,"['Backend', 'Data analysis', 'C++', 'Data management', 'Business analytics', 'Data processing', 'Data mining', 'Business intelligence']",30+ DAYS AGO
Data Scientist,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,2-7 Yrs,Not disclosed,"Mumbai, Jamshedpur, Bengaluru","['Data analysis', 'Data management', 'HTML', 'HTTP', 'Information management', 'Data mining', 'Econometrics', 'Information technology']",30+ DAYS AGO
Data Scientist,Sony,4-9 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Java', 'Python', 'Testing', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Backend']",30+ DAYS AGO
Data Scientist,Tarento Technologies Pvt Ltd,6-10 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Python', 'Machine Learning', 'Big Data', 'Tableau', 'Computer science', 'Data analysis', 'big data analytics']",30+ DAYS AGO
Senior Project Manager with Business Analysis experience,BERKMEER INDIA PRIVATE LIMITED,10-16 Yrs,Not disclosed,Bangalore/Bengaluru,"['project management', 'Techno Functional', 'business analysis']",8 DAYS AGO
Senior Business Analyst - MDM / Java,Huquo Consulting Pvt. Ltd,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Java', 'Software Development', '.Net', 'Change Management', 'Open Source', 'ESB', 'MDM']",20 DAYS AGO
Senior Business Analyst - EdTech,Serving Skill,5-10 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru","['Excel', 'Tableau', 'SQL', 'Business Intelligence', 'Data Analytics', 'Analytics']",22 DAYS AGO
Senior Business Analyst - Python/R,TalPro,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,"['T - SQL', 'MS Excel', 'MySQL', 'R', 'SQL', 'Python', 'IT Skills', 'Data Analysis']",20 DAYS AGO
MIS Analyst (SQL Coding & Analysis) - Quality Control,Muthoot Microfin,4-8 Yrs,"6,00,000 - 14,00,000 PA.","Kochi/Cochin, Ernakulam","['SQL Server Development', 'Power Bi', 'SQL Server Administration', 'SQL Development', 'Advanced Excel', 'SQL Server', 'SQL Server Dba', 'Risk Management']",18 DAYS AGO
Sr.Business Analyst,Allegiance consultancy Services,8-12 Yrs,"12,00,000 - 15,00,000 PA.","Noida, Delhi / NCR","['SQL', 'Business Analysis', 'RCA', 'VSM', 'Data Analysis', 'SQL Database', 'Sdlc Process', 'Sipoc']",12 DAYS AGO
Senior Business Analyst - FMCD,Serving Skill,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['data warehouse', 'Data Warehousing', 'Tableau', 'Data Analytics', 'Machine Learning', 'data engineering', 'Analytics', 'Python']",20 DAYS AGO
Senior Business Analyst - SAS + SQL - Banking/Retail Domain,Huquo Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['SAS', 'Segmentation Methodology', 'SQL', 'Team Management', 'R', 'Project Management', 'Data Analytics', 'Statistics']",19 DAYS AGO
Senior Business Analyst - SAS Reporting,Huquo Consulting Pvt. Ltd,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,"['management', 'data structures', 'SAS DI Studio', 'Data Analysis', 'SAS 9 1 / 9 2', 'ETL', '9', 'SAS Enterprise']",20 DAYS AGO
Senior Business Analyst - Credit Risk Analytics,Huquo Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru","['Data Analytics', 'SAS', 'analytical', 'Excel', 'Data Insights Generation', 'VBA', 'communication', 'Risk Analytics']",20 DAYS AGO
Senior Business Analyst - SAS + SQL,Huquo Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['SAS', 'Consulting', 'Data Analytics', 'Statistics', 'Analytics', 'SQL']",20 DAYS AGO
Senior Business Analyst - Model Validation - KPO,Huquo Consulting Pvt. Ltd,3-5 Yrs,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru","['SAS', 'Model Validation', 'Data Analytics', 'Excel', 'Data Insights Generation', 'VBA', 'problem solving']",30+ DAYS AGO
Senior Business Analyst/Assistant Manager - SAS - Retail & Banking,Huquo Consulting Pvt. Ltd,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Advance Excel', 'SAS', 'SQL', 'Retail Analytics', 'Statistical Modeling', 'Data Analytics', 'Statistics', 'Analytics']",30+ DAYS AGO
Senior Business Analyst/ Assistant Manager - SQL Analytics,Huquo Consulting Pvt. Ltd,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,"['SQL Coding', 'SQL', 'Business Intelligence Tools', 'VBA', 'Data Analysis', 'Big Data', 'Business Communication Skills', 'Tableau']",20 DAYS AGO
Business Analyst-Bureau Reporting,idfc first bank,2-5 Yrs,Not disclosed,Mumbai,"['SAS SQL', 'Business Analyst', 'Regulatory reporting', 'Coding', 'Senior Analyst', 'Business analytics', 'Banking', 'Data analytics']",
Business Analyst,Neptunus Power Plant Services Pvt. Ltd.,2-6 Yrs,"6,00,000 - 10,00,000 PA.",Mumbai (All Areas),"['Change Management', 'Automation', 'software implementatation', 'Business Excellence', 'system analyst', 'data analyst', 'Business Analysis']",30+ DAYS AGO
Business Analyst,Seven Consultancy,2-4 Yrs,Not disclosed,Hyderabad,"['Root cause analysis', 'Data analysis', 'Business Analyst', 'Analytical', 'Strategic planning', 'E-commerce', 'Management', 'Analytics']",30+ DAYS AGO
Technology Business Analyst,idfc first bank,1-4 Yrs,Not disclosed,Mumbai,"['Performance tuning', 'Data analysis', 'Business Analyst', 'Competitive analysis', 'Project management', 'Agile', 'Manager Technology', 'application architecture']",30+ DAYS AGO
Guidewire Business Analyst,Orcapod Consulting Services Private Limited,3-8 Yrs,"8,00,000 - 18,00,000 PA.",Bangalore/Bengaluru,"['Guidewire', 'Agile', 'Guidewire Product Full Suite', 'SCRUM', 'SAFe methodology', 'IT Skills', 'Testing', 'elicitation']",13 DAYS AGO
"Business Analyst(Project Management)-Day Shift-B'lr,Indiranagar Office",Black and White Business Solutions Pvt Ltd,1-4 Yrs,"2,00,000 - 4,00,000 PA.",Bangalore/Bengaluru,"['Zoho', 'Business Process', 'Data Analysis', 'SQL Queries', 'Data Maintenance', 'Advanced Excel', 'HR', 'Vendor Management']",13 DAYS AGO
Business Analyst,Pylon Management Consulting Pvt Ltd,2-4 Yrs,Not disclosed,"Bangalore/Bengaluru
(WFH during Covid)","['requirement gathering', 'Ms Visio', 'business analysis', 'Toad Data Modeler', 'Tableau', 'mapping', 'Data Warehouse', 'SQL queries']",14 DAYS AGO
Business Analyst,Squircle IT Consulting Services Pvt Ltd,4-7 Yrs,Not disclosed,Mumbai,"['metadata', 'tableau', 'Pivot table', 'Business Analyst', 'Business Data Analyst', 'Charts', 'Executive management', 'Informatica']",30+ DAYS AGO
Business Analyst,Prime Infosoft,4-8 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram, Bangalore/Bengaluru","['Data Analysis', 'Agile Development', 'SQL', 'analytical', 'Agile', 'Business analysis', 'IT Skills', 'Testing']",15 DAYS AGO
Business Analyst - CRM Implementation,Geek Technologies,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,"['CRM Implementation', 'Zoho', 'Salesforce', 'IT Skills', 'Testing', 'Gap Analysis', 'Business Analyst', 'Requirement Gathering']",15 DAYS AGO
Business Analyst,Paytm,2-4 Yrs,Not disclosed,Noida,"['Computer science', 'Analytical skills', 'Business Analyst', 'Business Data Analyst', 'Process improvement', 'Report writing', 'Information management', 'Statistics']",17 DAYS AGO
Business Analyst,Solwin Infotech,2-7 Yrs,Not disclosed,Surat,"['Data analysis', 'Business analysis', 'Project management', 'Analytical', 'Social media', 'Market research', 'Budgeting', 'SEO']",30+ DAYS AGO
Business Analyst,LogicValley Technologies Pvt Ltd,2-7 Yrs,Not disclosed,Coimbatore,"['IT Skills', 'Software Development', 'Product Management', 'Business system', 'Solution design', 'Data analysis', 'Business Analyst', 'Business analysis']",30+ DAYS AGO
Business Analyst @ Hyderabad Location,Techwave Consulting,10-16 Yrs,Not disclosed,Hyderabad/Secunderabad,"['IT Skills', 'Testing', 'SAP', 'Change Management', 'Waterfall', 'Data Migration', 'Functional Specifications', 'Data Analysis']",30+ DAYS AGO
"Technology Business Analyst,Pan India",idfc first bank,1-4 Yrs,Not disclosed,Remote,"['Performance tuning', 'Data analysis', 'Business Analyst', 'Competitive analysis', 'Project management', 'Agile', 'Manager Technology', 'application architecture']",27 DAYS AGO
Business Analyst (Datawarehousing):,OPENACE LLC,2-7 Yrs,Not disclosed,Hyderabad,"['Written', 'MS Office Suite', 'Business Presentation', 'Data Analysis', 'Datawarehousing', 'Business Analysis', 'Requirement Gathering', 'SDLC']",30+ DAYS AGO
Tcs Hiring For Senior Big Data Engineer,TCS,8-13 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru, Delhi / NCR","['big data', 'Hadoop', 'Apache Beam / composer', 'DBT', 'Big Table', 'Cloud BigQuery', 'SCRUM', 'Hive']",
Business Analyst,Flowserve,3-5 Yrs,Not disclosed,Coimbatore,"['SAP BPC', 'ERP', 'Data analysis', 'Publishing', 'Oracle', 'MS Office', 'Individual Contributor', 'Information technology']",30+ DAYS AGO
Business Intelligent Analyst,Eppendorf India Ltd,1-3 Yrs,Not disclosed,Chennai,"['Data analysis', 'Excel', 'Project management', 'Data collection', 'Market research', 'UPS', 'Management', 'Powerpoint']",30+ DAYS AGO
Lead- Business Analyst,PROVIDENTIAL PLATFORMS PRIVATE LIMITED,7-12 Yrs,Not disclosed,Mumbai,"['Financial Concepts', 'Data Analysis', 'Technology Solutions', 'Agile Development', 'Software Design', 'Software Solutions', 'Business Analysis']",30+ DAYS AGO
Business Analyst,HRDevi Talent Acquisition,1-2 Yrs,Not disclosed,India,"['Data analysis', 'SAS', 'Business Analyst', 'Business analysis', 'Relationship', 'Strategic planning', 'Advanced Excel', 'Data mining']",30+ DAYS AGO
Business Intelligence Analyst,Toppr,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Validation', 'Business Intelligence', 'Data Visualization', 'Tableau', 'Data Analytics', 'Python', 'Sql']",30+ DAYS AGO
Business Analyst,Grazitti Interactive,7-12 Yrs,Not disclosed,Panchkula,"['IT Skills', 'Tableau', 'IT services', 'Data analysis', 'Social media', 'VLOOKUP', 'Informatica', 'SSIS']",30+ DAYS AGO
Business Analyst - Education,Serving Skill,2-3 Yrs,Not disclosed,Mumbai,"['Business Intelligence', 'Excel', 'Customer Segmentation', 'Data Analysis', 'Data Visualization', 'Tableau', 'Dashboards', 'Data Analytics']",11 DAYS AGO
Business Operation Analyst,Spectral Consultants,3-5 Yrs,Not disclosed,"Pune, Gurgaon/Gurugram","['Supply chain', 'Process automation', 'Data analysis', 'Change management', 'Team management', 'Consulting', 'Marketing operations', 'Business Operations Analyst']",30+ DAYS AGO
"Business Analyst | Logistics Company | Location - Andheri, Mumbai",Headsup Corporation Pvt. Ltd.,5-7 Yrs,"18,00,000 - 20,00,000 PA.",Mumbai,"['r', 'project management', 'data analysis', 'data management', 'predictive analytics', 'business analysis', 'power bi', 'business analytics']",12 DAYS AGO
Lead Business Analysts,Aimlytics Technologies,5-8 Yrs,Not disclosed,Hyderabad,"['Computer vision', 'Data analysis', 'Project management', 'Analytical', 'Lead Business Analyst', 'Artificial Intelligence', 'Machine learning', 'Scrum']",30+ DAYS AGO
Content Strategist - Business Analyst,Testbook Edu Solutions,1-6 Yrs,Not disclosed,"Mumbai, Navi Mumbai","['Data analysis', 'tableau', 'Business Analyst', 'power bi', 'Data mining', 'Content development', 'SQL', 'Android']",30+ DAYS AGO
Business Analyst,ANB Systems Private Limited,2-7 Yrs,Not disclosed,India,"['IT Skills', 'Testing', 'Quality Assurance', 'Computer science', 'SQL queries', 'Data analysis', 'Manager Quality Assurance', 'Business Analyst']",30+ DAYS AGO
Business Analyst,Capco,4-8 Yrs,Not disclosed,Bengaluru,"['Wealth management', 'Data management', 'Project management', 'Analytical', 'market data', 'Investment banking', 'Asset management', 'Financial services']",30+ DAYS AGO
Business Analyst - Capital Market/Investment Banking Domain,Capco,3-7 Yrs,Not disclosed,Mumbai,"['Capital Market', 'Investment Banking', 'Business Analyst', 'Project Management', 'Market Risk', 'Finance', 'Data Analysis', 'Derivatives']",30+ DAYS AGO
Business Analyst,AgreeYa,5-7 Yrs,Not disclosed,Hyderabad,"['Functional Lead', 'Translation', 'Business Analyst', 'Data modeling', 'System integration', 'business rules', 'Technical Lead', 'Data Analyst']",30+ DAYS AGO
Business Intelligence Analyst,Scoopwhoop Media,5-12 Yrs,Not disclosed,Delhi,"['Performance tuning', 'Data analysis', 'C++', 'SAS', 'MIS', 'Analytical', 'Business Intelligence Analyst', 'Manager Technology']",30+ DAYS AGO
Business Analyst,Takshashila Consulting,1-3 Yrs,Not disclosed,New Delhi,"['Telecom', 'Data analysis', 'Senior management', 'Analytical', 'Management consulting', 'Data collection', 'Healthcare', 'Advanced Excel']",30+ DAYS AGO
Business Analyst,S-Square Spenta Technologies,2-3 Yrs,Not disclosed,Bengaluru,"['IT Skills', 'Cloud', 'Analytical skills', 'Business Analyst', 'management', 'Cataloguing', 'Data analytics', 'Business modeling']",30+ DAYS AGO
Associate Business Analyst- Financial Systems,Moody's,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"['Excel', 'Master Data Management', 'MS Word', 'SAP FICO', 'ECC', 'SAP Financial', 'Asset Accounting', 'General Ledger']",17 DAYS AGO
Lead Business Analyst,Talent Zone Consultant,5-11 Yrs,Not disclosed,Chennai,"['Business reporting', 'KPI', 'Analytical', 'Lead Business Analyst', 'Manager Technology', 'Data Analyst', 'Technical documentation']",30+ DAYS AGO
Business Analyst capital market,Diverse Lynx,1-5 Yrs,Not disclosed,Pune,"['Relationship management', 'Data analysis', 'Interpersonal skills', 'equity derivatives', 'Business Analyst', 'Fixed income', 'Swaps', 'Application development']",30+ DAYS AGO
Business Analyst Healthcare,NORAH CLINICAL SOLUTION,5-10 Yrs,Not disclosed,India,"['information system', 'Data analysis', 'Medical billing', 'Project management', 'Healthcare', 'Data processing', 'business rules', 'Issue resolution']",30+ DAYS AGO
Business Analyst Healthcare,NORAH CLINICAL SOLUTION (INDIA) Pvt Ltd,5-10 Yrs,Not disclosed,India,"['information system', 'Data analysis', 'Medical billing', 'Project management', 'Healthcare', 'Data processing', 'business rules', 'Issue resolution']",30+ DAYS AGO
Business Analyst,Clairvoyant India Pvt. Ltd,2-6 Yrs,Not disclosed,Pune,"['IT Skills', 'Python', 'Tableau', 'Data analysis', 'Interpersonal skills', 'Excel', 'SAS', 'Agile methodology']",18 DAYS AGO
Business Analyst with Campaign Creation,sunStrategic,2-4 Yrs,"2,50,000 - 3,50,000 PA.",Remote,"['Research Analysis', 'Qualitative Research', 'Market Research', 'Communication Skills', 'Campaign Creation', 'Data Analysis', 'Senior Management', 'Quantitative']",19 DAYS AGO
IT Business Process Analyst III,Watson Pharma,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'remediation', 'Data management', 'Pharma', 'FTIR', 'Business process analysis', 'Life sciences', 'data integrity']",30+ DAYS AGO
Associate Business Analyst - Financial Systems,Moody's,1-3 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru","['Communication Skills', 'Time Management', 'Financial Systems', 'Profit Center', 'Master Data Management', 'General Ledger', 'Accounts Receivable']",19 DAYS AGO
Business Intelligence Analyst,AdviserLogic,2-4 Yrs,Not disclosed,Mumbai,"['Computer science', 'Data analysis', 'Analytical', 'Venture capital', 'microsoft', 'Business intelligence', 'Analytics', 'Private equity']",19 DAYS AGO
Freshworks Business Analyst - CSM,Freshdesk,1-3 Yrs,Not disclosed,Chennai,"['Customer Experience', 'Strategy Consulting', 'Saas', 'Problem Solving', 'Data Analysis', 'Marketing Campaigns', 'Data Visualization', 'Tableau']",30+ DAYS AGO
Opening For Business Analyst,Cogniter Technologies Pvt. Ltd.,1-4 Yrs,"2,50,000 - 6,00,000 PA.",Chandigarh,"['Word', 'verbal', 'analysis', 'written communication', 'Excel', 'Wireframe', 'UI Mockups', 'UI Planning']",22 DAYS AGO
Business Analyst,Sterling Check,1-4 Yrs,Not disclosed,Mumbai,"['IT Skills', 'Data Science', 'Salesforce', 'Root cause analysis', 'Data analysis', 'Excel', 'Business Analyst', 'Analytical']",30+ DAYS AGO
Business Analyst,AgreeYa,2-6 Yrs,Not disclosed,Noida,"['IT Skills', 'Testing', 'Quality Assurance', 'RPA', 'Process design', 'Data analysis', 'Manager Quality Assurance', 'Business analysis']",30+ DAYS AGO
Business Analyst - Capital Market/Investment Banking Domain,Capco,3-7 Yrs,Not disclosed,Mumbai,"['Capital Market', 'Investment Banking', 'Excel', 'Financial Services', 'Compliance', 'Finance', 'Data Analysis', 'Asset Management']",30+ DAYS AGO
Business Analyst,StateStreet Global Advisor Pvt Ltd,1-2 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Process automation', 'Data analysis', 'Test scripts', 'Workflow', 'Test planning', 'Investment management', 'Project delivery', 'Product support']",23 DAYS AGO
Business Systems Analyst - DA,Zones Corporate Solutions,1-4 Yrs,Not disclosed,"Noida, Delhi","['IT Skills', 'Python', 'Machine Learning', 'Oracle', 'MS SQL', 'Tableau', 'Procurement', 'Computer science']",30+ DAYS AGO
Business Analyst,S-Square Spenta Technologies,2-3 Yrs,Not disclosed,Bengaluru,"['Data Analytics', 'analytical', 'IT Skills', 'Cloud', 'Analytical skills', 'Business Analyst', 'management', 'Cataloguing']",30+ DAYS AGO
Product Manager II (Business Analyst)- Banking,Verisk Analytics,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Financial Services', 'data management', 'Banking', 'SQL', 'IT Skills', 'Testing', 'ledger', 'Business Analyst']",25 DAYS AGO
Business Operations Analyst,Compunnel,3-6 Yrs,"3,00,000 - 7,00,000 PA.","Noida, Gurgaon/Gurugram, Delhi / NCR","['IT Skills', 'Project Management', 'Oracle', 'Tableau', 'Power BI', 'Salesforce', 'BPO', 'elicitation']",25 DAYS AGO
Future Leaders Program - Business Analyst,BOB Financial Solutions Ltd,1-6 Yrs,Not disclosed,Mumbai (All Areas),"['Business Research', 'Business Analytics', 'Analysis', 'Data Analysis', 'Machine Learning Algorithms', 'Machine Learning', 'business intelligence', 'Business Analysis']",26 DAYS AGO
Business Systems Analyst,RGF Professional Recruitment,2-7 Yrs,Not disclosed,Gurgaon,"['GIS', 'MS SQL', 'Data analysis', 'Project management', 'Javascript', 'HTML', 'Windows', 'Stored procedures']",30+ DAYS AGO
Business Analyst,HyreFox Consultants Pvt Ltd,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,"['Text mining', 'Auto Ancillary', 'Data analysis', 'Management consulting', 'data visualization', 'Business intelligence', 'Data mining', 'Analytics']",30+ DAYS AGO
